verbessert improved
tastenanschlag keystroke
klappern clatter
coups coups
zwingt coerces
runzelnd wrinkling
koennte could
besiegte vanquished
klappert clatters
sozialhilfe welfare
feinheiten niceties
platzierung placement
verbrennen scorch
stehlen burgle
saal hall
blueten blooms
namentliche nominal
getrocknet dried
schluesse conclusions
aspekt aspect
rasiert shaves
betruebt afflicts
minute minute
draehte wires
mahlend milling
gefoltert tortured
betrauernd bemoaning
bebend quaking
perlen beads
modernisieren modernize
tischler joiner
pistole pistol
mehrheit majority
feierlichkeit ceremony
unteraufgaben subtasks
decke blanket
diagnostisch diagnostic
vergnuegen pleasure
oktober oct
moehren carrots
elemente elements
bestechen bribe
kapitalisiert capitalizes
wiedereintreten reenter
gespraech conversation
fesselung ravishment
geschah happened
seile ropes
verbote bans
anklebend pasting
nichtssein nonentity
auffangend intercepting
hoellisch hellish
ekeln disgust
staedtisch municipal
zugestaendnisse concessions
zahlungen payments
entlarvend unmasking
schmetterling butterfly
loescht erases
koeniglich kinglike
muskuloes brawny
beschleunigung acceleration
wennimmer whenever
tageslicht daylight
roentgenbild radiograph
wahrlich forsooth
gefangenschaften captivities
teerend tarring
telegrafen telegraphs
schlagwort catchword
gearbeitet operated
ausgepackt unwrapped
einhorn unicorn
dauernd perennial
maschinen machines
erblickend beholding
einstellung attitude
unterkunft lodging
sack sack
kette catena
beibehaltend maintaining
moskito mosquito
last burden
verstoert haggard
vorladungen citations
kocher boiler
faesser barrels
nachteile disadvantages
wohlueberlegt deliberately
kochen boil
quartett quartet
wiedergewinnen regain
kommentieren annotate
ruhen repose
geschwuer ulcer
wiegend dandling
verletzen bless
gesackt sagged
box box
sieben seven
hoelzern wooden
bummeln saunter
ueberschuessig excessive
reinste cleanest
see sea
verzoegernd delaying
quartette quartets
beschuldigen incriminate
seine its
ventilierend ventilating
bummelt saunters
rohputz roughcast
eber boar
brummbaer growler
zurueckgekehrt returned
gepresst huddled
gletscher glacer
ernuechterung disillusion
dietrich picklock
benoetigt needed
fensterfluegel casement
blasend blowing
tapete wallpaper
mueller miller
sirup molasses
sanatorien sanitariums
gewahrsam ward
verkuerzt shortens
manuell manually
laub foliage
behinderungen handicaps
spreu chaff
lauf course
broetchen bun
verhuetung prevention
ereignen befall
nettigkeit neatness
reuig penitent
beschaedigen injure
aeltlich oldish
uebertroffen excelled
schnarcht snores
mauer wall
einladend inviting
vorteile advantages
offenlegend unfolding
machend making
geschlurft scuffed
laus louse
unpersoenlich impersonal
naehend needling
laut aloud
ausbessern darn
windungen windings
begruendet causes
verblueffend astounding
saet seeds
fuer for
weizen wheat
telephon telephone
eigerissen jaggy
angeordnet disposed
klatschend clapping
abende evenings
haarig hairily
applaudierte applauded
suendhaft sinful
wahnsinniger madman
fremdartige unfamiliar
verpflichtung commitment
nullast no-load
kochplatte boilerplate
marschierte marched
besprochen discussed
stossen butt
einwendend demuring
gesiebt sieved
abfuehren discharge
woerterbuecher dictionaries
zigeuner gipsies
schweigsam taciturn
schuechternheiten shynesses
aufgestiegen ascended
koller tantrum
missverstehend misconceiving
betruegt cheats
saft juice
klaert clears
benehmend behaving
peitschen flog
identifizierungsmerkmale identifiers
gegruebelt mused
registrierung registering
offenheit frankness
knirscht gnashes
krueppel cripple
viertens fourthly
steinig stonily
kreisfoermig circular
befriedigte contented
gauner knaves
steigend rising
hier here
ablegend depositing
ueberschuss excess
schmueckt decorates
zusammenhanglosigkeiten incoherences
verliert loses
entflammt inflames
schmuggelt smuggles
schauplaetze scenes
verzaubern bewitch
stromabwaerts downstream
laechelt simpers
schmuggeln smuggle
beschriftend inscribing
herzklopfen palpitation
unfug mischief
verzaubert bewitched
sagt says
baumelte dangled
reisender traveler
haendeschuetteln handshake
kuehlt refrigerates
laecheln simper
blutvergiftung sepsis
ruhig calm
betrauerte bemoaned
rittersporn larkspur
nachtwachen vigils
aufhaenger hanger
ausgegeben displayed
abzuege deductions
wetteifernd competitively
aufhaengen suspend
ueberstrahlend outshining
beobachtend observating
verbunden aligned
kuehle coolness
auftreten occur
rosa pink
sie them
taugenichts scapegrace
spass fun
krankheiten diseases
wirkungslos inefficiently
rose rose
verbuergte vouched
leibschmerzen stomach-ache
flunder flounder
gebadet bathed
entgueltig definitely
nachbarlich neighborly
interessierend interesting
albern fatuous
blau blue
reinigen purge
umstaende circumstances
fuhr drove
rost gridiron
wendig versatilely
manipulierend manipulating
schaedigend injuring
feiert celebrates
schwankt falters
vielfrass glutton
kantinen canteens
bunde trusses
kratzen scrape
feiern celebrate
waende walls
flocke flake
bezahlend paying
auswerten evaluate
aufbrechen decamp
pantoffeln clogs
gesammelt collected
compilierung compilation
abstufung gradation
gruenspan verdigris
schaetzend appraising
erinnern remeber
ereignis event
vortrefflichkeit excellence
schleudernd hurling
tracht livery
spatz sparrow
heiratet marries
erinnert remembered
handtuch towel
unentwirrbar inextricable
analysieren analyze
handgelenk wrist
ungelegen unseasonable
rechtlich legal
anwesend aboard
aussperrungen lockouts
verbindungsstueck link
rechnungen bills
heiraten marry
einfachheit simplicity
nervt nerves
betaeubte intoxicated
nebengebaeude outbuilding
naehern approach
bus bus
trittbrett footboard
kreisend gyrating
steigungen acclivities
naehert approaches
hingebung devotion
untergrund underground
spueltisch sink
beratungen consultations
aergernd fretting
touren tours
ueberlegt deliberates
gespickt spiked
arrangiert arranges
verzoegerte retarded
betruebend afflicting
seite page
ski ski
fesselnd enchaining
zurueckkaufend redeeming
kammer chamber
erforschte investigated
schubkarre wheelbarrow
welkt wilts
tenor tenor
kenternd capsizing
motiv motif
ansturm onrush
erpressend extorting
bedeutungsvoll meaningful
turbo turbo
geschosse missiles
verlosend raffling
amtieren officiate
aufnahmefaehigkeit capacitance
quellgebiete headwaters
welle billow
ueberwucherte overgrowed
befestigend fastening
bahnhof station
vorwegnahme anticipation
traurigkeit sadness
zeichnend plotting
schwirrend twanging
steigern raise
kanone cannon
anleitung navigating
unversehens unawares
raspeln rasp
borgen borrow
objekte objects
beschuetzend guarding
schnappend nabbing
belagern beleaguer
messing brass
header headers
eindruecke impressions
raspelt rasps
kraehen crow
sternenlichter starlights
belagert beleaguers
barbarisch barbarian
ungeheuer egregious
verrussen soot
zeltbahnen canvasses
verzoegerung delay
mittellos penniless
abweichend dissonant
ottern otters
rueckversichernd reinsuring
gleichfoermig equable
nichtraucher nonsmoker
applaudierend applauding
abraten dissuade
aufloesungen dissolutions
irrefuehrend misdirecting
wobei whereat
untersucht probed
enttaeuscht disappointed
blei lead
grausam cruel
vergesslich forgetful
hinter behind
wegweiser signpost
sardinen sardines
verschlossen secretive
beschimpfend reviling
quetschen squish
abstreifen wipe
moschee mosque
groesste biggest
angeklammert clinged
reiher heron
anhaenger pendant
bezirke cantons
reihen rows
faden filament
liefern supply
anhaengen append
salz salt
rechtsprechung jurisdiction
nebel fog
sprichwort proverb
pfadname pathname
neben beside
abfrage inquiry
vernuenftigste reasonabliest
reusen weirs
atlanten atlases
liefert affords
verlockung enticement
reflexionen reflections
kinder children
verhuellend cloaking
beschraenkteste narrowest
begrenzend confining
rechnung account
nerze minks
untersagen forbid
schmal narrow
erhaelt conceives
schmeicheleien taffies
ruhiger quieter
warneinrichtung alarm
samt velvet
rinde bark
baumelnd dangling
schauspielhaeuser playhouses
sahnebonbon toffee
doktoren doctors
getroepfelt dripped
demuetigt humbles
kreisel- centrifugal
veilchen violets
phantasie fancy
klirrend clanking
billigung approval
welpen whelps
wache sentinel
bestellte tilled
beobachtete observated
tiger tiger
hercules hercules
sand sand
anbrechen broach
moosig mossy
erwaehnt mentioned
sog suction
eulen owls
verstaerkte reinforced
fehlanpassung maladjustment
wachs wax
wacht wakes
anmerkend annotating
sehnend longing
aschig ashy
hauptgeraet mainframe
voreilig headily
unterschreiben undersign
drehbar hinged
ableitend deducing
verwirrung confusion
verstuemmelt maimes
onkel uncle
schicksale destinies
magnete lodestones
schinkenspeck bacon
glaubt believes
esel ass
verstuemmeln garble
verseuchend contaminating
handtasche gripsack
variablenname variablename
verlosen raffle
welpe whelp
reuse weir
oeffnung aperture
verdichtete solidified
vaterlos fatherless
ueberlebt outlives
kernstuecke nubs
beobachtungen observations
erbrechen puke
geschrieben typed
glaube estimation
abstimmbar tuneable
koennen can
merkmale tees
besoffen primed
naechtlich nightly
nuetzend profitting
bedienungsfeld console
anzug suit
unbesetzt unallocated
kaefige cages
bosheit malice
zufrieden content
achtzehnte eighteenth
glocke bell
aufgliedern dissect
zertrennen disjoint
farbige colored
tagesanbruch daybreak
zusammenarbeitend collaborating
nachlass bequest
gepaeck baggage
geburtswehen throes
gutachter censor
ueberschreitend exceeding
grapscht grabs
geschnippt snipped
geschadet harmed
folgerichtig consistent
dekompilieren decompile
unvereinbar inconsistent
summe sum
leihe loan
fussboden floor
motor motor
immer always
koppeln interlink
formuliert formulated
zurueckfallend relapsing
unklarheit blur
grundbesitzungen realties
barfuss bare-footed
summt hums
leiht lends
angreifend affronting
zerstoerte demolished
ringt wrests
geraeumt evacuated
auszubildender trainee
indisch indian
universal universal
bemerkenswert notable
rautenzeichen hash
daumen thumbs
ueberwuchernd overgrowing
marktplatz marketplace
figuren figures
sturheit obstinacy
verrueckt daisy
unwahr untrue
ufer bank
ultra- ultra
spross scion
illusion illusion
kibitz kibitzer
abhaenge declivities
leichtfertig frivolous
geschritten treaded
amputiert amputates
bastelnd tinkering
unterhaltungen amusements
wiedereintritt reentry
rueckversicherte reinsured
gerippe scrag
aufstiege ascents
schwesterlich sisterly
degradiert demotes
buergerschaft township
erwuergend strangling
huebsch handsome
sarg coffin
erhaltung preservation
sandaletten sneakers
behoerde authorities
grosszuegig bounteous
unidentifiziert unidentified
frachtvertraege charters
tunnel tunnel
angefuegt annexed
kennend knowing
annehmbar acceptable
feinheit nicety
durchblicke vistas
kommentierte annotated
tierisch animally
ruhte reposed
verteidigt advocates
spottet flouts
mechanisierend mechanizing
interpunktation punctuation
schockiert shocks
loesungen lotions
reaktionen reactions
injektion injection
verkaeuferinnen saleswomen
finsternis darkness
einehen monogamies
abstuerze crashes
spotten flout
unzaehlige innumerable
entscheidet decides
montagen fittings
nachtisch dessert
arbeitsunterbrechung layoff
uebelnehmend resenting
senkrechte verticle
lizensieren licensee
gekritzelt scrawled
entscheiden decide
uebrigbleibend residual
unterstrichen underlined
gegossen poured
statistische statistical
meteore meteors
kolonialwarenhaendler grocer
birken birches
berieselte sprinkled
verallgemeinernd generalizing
durchstochen transfixed
augenlid eyelid
wiege cradle
sumpf marsh
produktiv productive
gestanden confessed
ereignisse events
besitzen possess
zweitakt two-stroke
fuss foot
ungebaerdig unrulily
arglos unsuspecting
umlaufend rotary
scheinheilig sanctimonious
besitzer owners
hirn brain
einfaedelnd threading
ministerien ministries
wiegt dandles
hirt herder
ausruestungen kits
schlecht bad
gehuepft frisked
bemerkung remark
verwundete wounded
verfuehrend ensnaring
wodurch whereby
kurzwelle shortwave
menge crowd
beleidigen insult
angereichert enriched
strahlt radiates
ausgewandert emigranted
rufzeichen callsign
hoechstes uppermost
cursor cursor
aenderung modification
greift gripes
kraft force
ungerecht unjust
abweisend denying
satz phrase
iNHALT contents
gezupft twitched
gelassen unperturbed
unzivilisiert uncivilized
einpraegend impressing
arbeitend tasking
schattierend shading
sanatorium sanitarium
ausgestossen ejaculated
haushalt household
gipfeln culminate
erflehen crave
reflektor reflector
unversoehnlich unforgiving
sechzehnte sixteenth
zurueckfuehrend reducing
motte moth
wiesen meadows
gipfelt culminates
erstaunend astonishing
verdichtend solidifying
wiesel weasel
rhabarber rhubarb
zaeh stringily
beschwerde complaint
kommunikationen communications
stillgelegt inoperative
flosse fin
hemmschuhe skids
verunkrautet weedily
gebrochene broken
jagen scud
unterbietend underbidding
kastanienbraun maroon
neuinstallation reinstalling
ueberwuchert overgrows
raupen caterpillars
mittwoch wednesday
ueberwuchern overgrow
tuerkisch turkish
gruppierend grouping
ventil valve
rechtfertigung vindication
leimt glues
muehle mill
draengend thronging
mehrdeutig equivocal
erzwungen compelled
manipulationen manipulations
lagerung storage
eiszapfen icicle
unstetig unsteadily
beurteilend criticizing
gewaechshaus greenhouse
ueberrascht overtakes
sternenklar starlit
funktionierend functioning
muff muff
bemitleidend pitying
hunderte hundredths
entlassen disband
uebermittelt transmitted
aeussernd uttering
verhalten behavior
rathaeuser guildhalls
datenstampfen datestamp
auszahlen disburse
uebermitteln convey
gezwickt tweaked
massiert massages
abschliessend final
desgleichen ditto
beschleunigend accelerating
ungleichheit disparity
sachen things
tropfend seeping
verantwortlich accountable
organisierend organizing
verliebt amorous
wochenende week-end
zunge tongue
mittage noons
passt suits
juckt itches
durchstechend transfixing
freundschaften amities
analog analogue
rinne groove
grogs toddies
lobend lauding
troedeleien dalliances
verbrueht scalds
zuteilung ration
beglueckwuenschend felicitating
kreisprozess cycle
eher...als rather...than
verzweigend branching
aussergewoehnlich exceptional
schneit snows
benutzt used
wuetend furious
zwinkert winks
wohnung dwelling
alkoholische alcoholic
fluechtlinge refugees
anweisung directive
stoesst buffets
zwinkern wink
analysierte analyzed
zahm tame
zahn tooth
verdrahtend wiring
definierend defining
gespraechig chatty
liebaeugeln ogle
